Error,Time,Features
90.901133878246412,2015-04-17 01:04:26,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
90.757836643899253,2015-04-17 01:06:19,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.384478340217342,2015-04-17 01:10:52,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.35031546262617,2015-04-17 01:12:48,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
84.888554391429395,2015-04-17 01:17:21,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.086659473444598,2015-04-17 01:19:07,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.172207740031027,2015-04-17 01:21:28,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
82.985847451194843,2015-04-17 01:23:19,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.071193309683096,2015-04-17 01:25:06,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.064268079475355,2015-04-17 01:26:54,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.089142576121745,2015-04-17 01:28:51,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.084036932388258,2015-04-17 01:30:57,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.021153508154541,2015-04-17 01:32:41,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.029212783445061,2015-04-17 01:34:27,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.001948825144638,2015-04-17 01:37:11,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.032105394936181,2015-04-17 01:39:00,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.05189246552581,2015-04-17 01:40:45,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.089830906074184,2015-04-17 01:43:26,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.032882938765937,2015-04-17 01:45:42,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
82.990096640206886,2015-04-17 01:47:37,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.041648819110591,2015-04-20 16:13:28,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.022867279009759,2015-04-20 16:16:28,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.29930182306768,2015-04-20 16:18:45,"Continuous{'all_upper': False, 'word': False, 'use_dictionary': False, 'dictionary': [], 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'use_dictionary': False, 'dictionary': [], 'kernel': 'sigmoid', 'category_average': True, 'provided_answer': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
84.932850669261171,2015-04-20 16:22:36,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
87.488774217239367,2015-04-20 16:29:28,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
88.863753390607272,2015-04-20 16:30:54,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
90.820843499909685,2015-04-20 16:33:15,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
84.343801444476426,2015-04-20 16:35:07,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
84.722608262949464,2015-04-20 16:37:16,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
89.918762556260319,2015-04-20 16:40:13,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
90.817665798305072,2015-04-20 16:42:47,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
113.33293756380846,2015-04-20 16:47:51,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.020703399709021,2015-04-20 16:50:02,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': False, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.008619294582786,2015-04-20 16:53:55,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.297286238729541,2015-04-24 18:39:41,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'question_answer_percent': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.498977827549567,2015-04-24 18:41:57,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'question_answer_percent': False, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.662490285083877,2015-04-24 19:00:25,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': False, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'question_answer_percent': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.493575758751973,2015-04-24 19:03:29,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'question_answer_percent': False, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
83.501076786837928,2015-04-24 19:24:57,"Continuous{'all_upper': False, 'word': False, 'provided_answer': True, 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'question_answer_percent': False, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False} Binary:{'all_upper': False, 'gamma': '0.0', 'word': False, 'provided_answer': True, 'kernel': 'sigmoid', 'category_average': True, 'question_percent': False, 'wiki_answer': True, 'foreign': True, 'ngram_range': (2, 20), 'speech': True, 'numbers': False, 'capital': True, 'unique': True, 'question_average': True, 'user_average': True, 'question_count': False, 'before_noun': False}"
